"id","wahlperiode","sitzung","title","description","detail","number","title_clean","week","year","category","duration","held_on","sequence","name","session_identifier"
14848,18,168,"TOP 27 Vergabe von Wegenutzungsrechten zur Energieversorgung","Überweisung","<div class=""bt-top-collapse collapse"">
                Erste Beratung des von der Bundesregierung <br>eingebrachten Entwurfs eines Gesetzes zur Änderung der Vorschriften zur Vergabe von Wegenutzungsrechten zur leitungsgebundenen Energieversorgung<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/081/1808184.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8184 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8184</a><br>
                              </div>","27","Vergabe von Wegenutzungsrechten zur Energieversorgung",17,2016,"Energie",40,"2016-04-29",4,"Vergabe von Wegenutzungsrechten zur Energieversorgung","TOP 27"
14849,18,168,"TOP 28 Weiterentwicklung des Bundesverkehrswegeplans","Überweisung","<div class=""bt-top-collapse collapse"">
                Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Den Bundesverkehrswegeplan zum Bundesnetzplan weiterentwickeln<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/080/1808083.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8083 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8083</a><br>
                              </div>","28","Weiterentwicklung des Bundesverkehrswegeplans",17,2016,"Verkehr",55,"2016-04-29",5,"Weiterentwicklung des Bundesverkehrswegeplans","TOP 28"
14850,18,169,"TOP 1 Befragung der Bundesregierung","beendet","<div class=""bt-top-collapse collapse"">
                Thema:  Bericht der Bundesregierung zur  internationalen Kooperation in Bildung,  Wissenschaft und Forschung 2014 -2016
                              </div>","1","Befragung der Bundesregierung",26,2017,"Recht;Verkehr",50,"2016-05-11",1,"Befragung der Bundesregierung","TOP 1"
14851,18,169,"TOP 2 Fragestunde","beendet","<div class=""bt-top-collapse collapse"">
                Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/128/1812876.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12876 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12876</a>
                              </div>","2","Fragestunde",26,2017,"Sonstiges",105,"2016-05-11",2,"Fragestunde","TOP 2"
14852,18,169,"TOP ZP 1 Aktuelle Stunde zur Haltung der Bundesregierung zu TTIP","beendet","<div class=""bt-top-collapse collapse"">
                Aktuelle Stunde <br>auf Verlangen der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Haltung der Bundesregierung zu TTIP
                              </div>","ZP 1","Aktuelle Stunde zur Haltung der Bundesregierung zu TTIP",19,2016,"Außenpolitik und internationale Beziehungen;Außenwirtschaft",85,"2016-05-11",4,"Aktuelle Stunde zur Haltung der Bundesregierung zu TTIP","TOP ZP 1"
14853,18,170,"TOP 3 Ausbau digitaler Hochgeschwindigkeitsnetze","Überweisung","<div class=""bt-top-collapse collapse"">
                Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Erleichterung des Ausbaus digitaler Hochgeschwindigkeitsnetze (DigiNetzG)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/083/1808332.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8332 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8332</a>
                              </div>","3","Ausbau digitaler Hochgeschwindigkeitsnetze",19,2016,"Medien, Kommunikation und Informationstechnik",65,"2016-05-12",1,"Ausbau digitaler Hochgeschwindigkeitsnetze","TOP 3"
14854,18,170,"TOP 4 Bekämpfung von Fluchtursachen","Überweisung","<div class=""bt-top-collapse collapse"">
                a) Beratung des Antrags der Fraktionen der CDU/CSU und SPD<br>Fluchtursachen bekämpfen – Aufnahmestaaten um Syrien sowie Libyen entwicklungspolitisch stärken<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/083/1808393.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8393 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8393</a><br><br>b) Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>25 Jahre Waffenstillstandsabkommen in der Westsahara – UN-Resolution 690 umsetzen, Referendum durchführen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/082/1808247.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8247 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8247</a><br><br>c) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Menschenrechte und humanitäre Hilfe (17. Ausschuss) zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Interministerielle Zusammenarbeit bei der Bewältigung der Fluchtkrise in Drittstaaten verbessern<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/067/1806772.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6772 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6772</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/084/1808430.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8430 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8430</a>
                              </div>","4","Bekämpfung von Fluchtursachen",19,2016,"Ausländerpolitik, Zuwanderung;Außenpolitik und internationale Beziehungen;Entwicklungspolitik;Europapolitik und Europäische Union",75,"2016-05-12",2,"Bekämpfung von Fluchtursachen","TOP 4"
14855,18,170,"TOP ZP 2+3 Streichung des § 103 StGB","Überweisung","<div class=""bt-top-collapse collapse"">
                ZP2) Erste Beratung der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>eingebrachten Entwurfs eines ... Gesetzes zur Änderung des Strafgesetzbuches zur Streichung des Majestätsbeleidigungsparagrafen (§ 103 StGB)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/081/1808123.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8123 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8123</a> <br><br>ZP3) Erste Beratung der Fraktion DIE LINKE. <br>eingebrachten Entwurfs eines ... Gesetzes zur Änderung des Strafgesetzbuches – Neuordnung der Beleidigungsdelikte<br>Drucksache  <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/082/1808272.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8272 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8272</a>
                              </div>","ZP 2+3","Streichung des § 103 StGB",19,2016,"Recht",80,"2016-05-12",3,"Streichung des § 103 StGB","TOP ZP 2+3"
14856,18,170,"TOP ZP 5 Aktuelle Stunde zu Entwicklungen beim EU-Türkei-Abkommen","beendet","<div class=""bt-top-collapse collapse"">
                Aktuelle Stunde<br>auf Verlangen der Fraktion DIE LINKE.<br>Aktuelle Entwicklungen beim EU-Türkei-Abkommen
                              </div>","ZP 5","Aktuelle Stunde zu Entwicklungen beim EU-Türkei-Abkommen",19,2016,"Ausländerpolitik, Zuwanderung;Außenpolitik und internationale Beziehungen;Entwicklungspolitik;Europapolitik und Europäische Union",70,"2016-05-12",6,"Aktuelle Stunde zu Entwicklungen beim EU-Türkei-Abkommen","TOP ZP 5"
14857,18,170,"TOP 6 Behindertengleichstellungsrecht","namentliche Abstimmung zum Änderungsantrag","<div class=""bt-top-collapse collapse"">
                a) Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Weiterentwicklung des Behindertengleichstellungsrechts<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/078/1807824.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/7824 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/7824</a><br>Beschlussempfehlung und Bericht des Ausschusses für Arbeit und Soziales (11. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/084/1808428.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8428 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8428</a><br><br>b) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Arbeit und Soziales (11. Ausschuss) <br>– zu dem Antrag der Fraktion DIE LINKE.<br>Eine halb barrierefreie Gesellschaft reicht nicht aus – Privatwirtschaft zur Barrierefreiheit verpflichten<br>– zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Behindertengleichstellungsrecht mutig weiterentwickeln<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/078/1807874.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/7874 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/7874</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/078/1807877.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/7877 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/7877</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/084/1808428.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8428 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8428</a>
                              </div>","6","Behindertengleichstellungsrecht",19,2016,"Arbeit und Beschäftigung;Gesellschaftspolitik, soziale Gruppen;Wirtschaft",70,"2016-05-12",7,"Behindertengleichstellungsrecht","TOP 6"
14858,18,170,"TOP 8 Bahnstreckenstilllegungen","Überweisung","<div class=""bt-top-collapse collapse"">
                a) Beratung des Antrags der Fraktion DIE LINKE.<br>Drohende Streckenstilllegungen verhindern – Keine Kürzung bei Regionalisierungsmitteln in Ostdeutschland<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/083/1808392.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8392 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8392</a><br><br>b) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Verkehr und digitale Infrastruktur (15. Ausschuss) zu dem Antrag der Fraktion DIE LINKE.<br>Drohende Streckenstilllegungen verhindern – Regionalisierungsmittel erhöhen<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/080/1808074.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8074 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8074</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/083/1808362.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8362 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8362</a>
                              </div>","8","Bahnstreckenstilllegungen",19,2016,"Neue Bundesländer;Verkehr;Wirtschaft",55,"2016-05-12",8,"Bahnstreckenstilllegungen","TOP 8"
14859,18,170,"TOP 7 Modernisierung des Besteuerungsverfahrens","Gesetzentwurf","<div class=""bt-top-collapse collapse"">
                – Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Modernisierung des Besteuerungsverfahrens<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/074/1807457.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/7457 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/7457</a><br>Beschlussempfehlung und Bericht des Finanzausschusses (7. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/084/1808434.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8434 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8434</a><br>– Bericht des Haushaltsausschusses (8. Ausschuss) gemäß § 96 der Geschäftsordnung<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/084/1808434.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8434 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8434</a><br>
                              </div>","7","Modernisierung des Besteuerungsverfahrens",19,2016,"Öffentliche Finanzen, Steuern und Abgaben;Recht",45,"2016-05-12",9,"Modernisierung des Besteuerungsverfahrens","TOP 7"
14860,18,170,"TOP 9 Soldatenbeteiligungs- und Personalvertretungsrecht","Überweisung","<div class=""bt-top-collapse collapse"">
                Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Änderung soldatenbeteiligungs- und personalvertretungsrechtlicher Vorschriften<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/082/1808298.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8298 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8298</a>
                              </div>","9","Soldatenbeteiligungs- und Personalvertretungsrecht",19,2016,"Innere Sicherheit;Medien, Kommunikation und Informationstechnik;Recht;Staat und Verwaltung",40,"2016-05-12",10,"Soldatenbeteiligungs- und Personalvertretungsrecht","TOP 9"
14861,18,170,"TOP 10 Zukunft der Hebammen","Beschlussempfehlung","<div class=""bt-top-collapse collapse"">
                Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Gesundheit (14. Ausschuss) <br>– zu dem Antrag der Fraktion DIE LINKE. <br>Zukunft der Hebammen und Entbindungspfleger sichern – Finanzielle Sicherheit und ein neues Berufsbild schaffen<br>– zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Geburtshilfe heute und in Zukunft sichern – Haftpflichtproblematik bei Hebammen und anderen Gesundheitsberufen entschlossen anpacken<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/014/1801483.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/1483 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/1483</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/008/1800850.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/850 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/850</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/084/1808426.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8426 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8426</a>
                              </div>","10","Zukunft der Hebammen",19,2016,"Arbeit und Beschäftigung;Gesellschaftspolitik, soziale Gruppen;Gesundheit",50,"2016-05-12",11,"Zukunft der Hebammen","TOP 10"
14862,18,170,"TOP 11 Bundeswehreinsatz in Mali (EUTM Mali)","namentliche Abstimmung zur Beschlussempfehlung","<div class=""bt-top-collapse collapse"">
                – Beratung der Beschlussempfehlung und des Berichts des Auswärtigen Ausschusses (3. Ausschuss) zu dem Antrag der Bundesregierung <br>Fortsetzung der Beteiligung bewaffneter deutscher Streitkräfte an der Militärmission der Europäischen Union als Beitrag zur Ausbildung der malischen Streitkräfte (EUTM Mali) auf Grundlage des Ersuchens der Regierung von Mali an die EU sowie der Beschlüsse des Rates der EU 2013/87/GASP vom 18. Februar 2013, zuletzt geändert mit dem Beschluss des Rates der EU 2016/446/GASP vom 23. März 2016 in Verbindung mit den Resolutionen des Sicherheitsrates der Vereinten Nationen 2071 (2012) vom 12. Oktober 2012 und folgender Resolutionen, zuletzt 2227 (2015) vom 29. Juni 2015<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/080/1808090.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8090 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8090</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/082/1808284.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8284 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8284</a><br>– Bericht des Haushaltsausschusses (8. Ausschuss) gemäß § 96 der Geschäftsordnung<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/082/1808285.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8285 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8285</a>
                              </div>","11","Bundeswehreinsatz in Mali (EUTM Mali)",19,2016,"Außenpolitik und internationale Beziehungen;Europapolitik und Europäische Union;Verteidigung",50,"2016-05-12",12,"Bundeswehreinsatz in Mali (EUTM Mali)","TOP 11"
14863,18,170,"TOP 12 Rentenrecht für DDR-Altübersiedler und -Flüchtlinge","Beschlussempfehlung","<div class=""bt-top-collapse collapse"">
                Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Arbeit und Soziales (11. Ausschuss) <br>zu dem Antrag der Fraktion DIE LINKE. und der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>DDR-Altübersiedlerinnen und -Altübersiedler sowie DDR-Flüchtlinge vor Rentenminderungen schützen – Gesetzliche Regelung im SGB VI verankern<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/076/1807699.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/7699 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/7699</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/084/1808429.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8429 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8429</a>
                              </div>","12","Rentenrecht für DDR-Altübersiedler und -Flüchtlinge",19,2016,"Arbeit und Beschäftigung;Neue Bundesländer",40,"2016-05-12",13,"Rentenrecht für DDR-Altübersiedler und -Flüchtlinge","TOP 12"
14864,18,170,"TOP 13 Bundeswehreinsatz vor Somalia (EU NAVFOR Atalanta)","namentliche Abstimmung zur Beschlussempfehlung","<div class=""bt-top-collapse collapse"">
                – Beratung der Beschlussempfehlung und des Berichts des Auswärtigen Ausschusses (3. Ausschuss) zu dem Antrag der Bundesregierung<br>Fortsetzung der Beteiligung bewaffneter deutscher Streitkräfte an der durch die Europäische Union geführten Operation EU NAVFOR Atalanta zur Bekämpfung der Piraterie vor der Küste Somalias auf Grundlage des Seerechtsübereinkommens der Vereinten Nationen (VN) von 1982 und der Resolutionen 1814 (2008) vom 15. Mai 2008 und weiterer Resolutionen, zuletzt 2246 (2015) vom 10. November 2015 und nachfolgender Resolutionen des Sicherheitsrates der VN in Verbindung mit der Gemeinsamen Aktion 2008/851/GASP des Rates der Europäischen Union (EU) vom 10. November 2008, dem Beschluss 2009/907/GASP des Rates der EU vom 8. Dezember 2009 und weiterer Beschlüsse, zuletzt dem Beschluss 2014/827/GASP vom 21. November 2014<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/080/1808091.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8091 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8091</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/082/1808286.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8286 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8286</a><br>– Bericht des Haushaltsausschusses (8. Ausschuss) gemäß § 96 der Geschäftsordnung<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/082/1808287.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8287 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8287</a>
                              </div>","13","Bundeswehreinsatz vor Somalia (EU NAVFOR Atalanta)",19,2016,"Verteidigung",30,"2016-05-12",14,"Bundeswehreinsatz vor Somalia (EU NAVFOR Atalanta)","TOP 13"
14865,18,170,"TOP 14 Erneuerung der Zulassung von Glyphosat","Überweisung","<div class=""bt-top-collapse collapse"">
                Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Vorsorgeprinzip ernst nehmen – Keine erneute Genehmigung für Glyphosat<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/083/1808395.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8395 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8395</a>
                              </div>","14","Erneuerung der Zulassung von Glyphosat",19,2016,"Landwirtschaft und Ernährung;Umwelt",50,"2016-05-12",15,"Erneuerung der Zulassung von Glyphosat","TOP 14"
14866,18,170,"TOP 15+ZP6 Kohleausstieg und Braunkohlesanierung","Überweisung","<div class=""bt-top-collapse collapse"">
                a) Beratung des Antrags der Fraktion DIE LINKE. <br>Kohleausstieg einleiten – Strukturwandel sozial absichern<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/081/1808131.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8131 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8131</a><br><br>b) Beratung des Antrags der Fraktion DIE LINKE. <br>Fortsetzung der Braunkohlesanierung in den Ländern Brandenburg, Sachsen, Sachsen-Anhalt und Thüringen nach dem Jahr 2017<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/081/1808112.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8112 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8112</a><br><br>ZP6) Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Braunkohlesanierung durch die Lausitzer und Mitteldeutsche Bergbau-Verwaltungsgesellschaft mbH fortsetzen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/083/1808396.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8396 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8396</a><br>
                              </div>","15+ZP6","Kohleausstieg und Braunkohlesanierung",19,2016,"Energie;Umwelt",35,"2016-05-12",16,"Kohleausstieg und Braunkohlesanierung","TOP 15+ZP6"
14867,18,170,"TOP 16 Willy-Brandt-Korps für humanitäre Hilfe","Überweisung","<div class=""bt-top-collapse collapse"">
                Beratung des Antrags der Fraktion DIE LINKE.<br>Willy-Brandt-Korps für eine solidarische humanitäre Hilfe<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/083/1808390.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8390 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8390</a>
                              </div>","16","Willy-Brandt-Korps für humanitäre Hilfe",19,2016,"Entwicklungspolitik",25,"2016-05-12",17,"Willy-Brandt-Korps für humanitäre Hilfe","TOP 16"
14868,18,171,"TOP 17 Einstufung von Algerien, Marokko und Tunesien","namentliche Abstimmung zum Gesetzentwurf","<div class=""bt-top-collapse collapse"">
                Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Einstufung der Demokratischen Volksrepublik Algerien, des Königreichs Marokko und der Tunesischen Republik als sichere Herkunftsstaaten<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/080/1808039.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8039 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8039</a><br>Beschlussempfehlung und Bericht des Innenausschusses (4. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/083/1808311.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8311 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8311</a>
                              </div>","17","Einstufung von Algerien, Marokko und Tunesien",19,2016,"Ausländerpolitik, Zuwanderung;Außenpolitik und internationale Beziehungen",70,"2016-05-13",1,"Einstufung von Algerien, Marokko und Tunesien","TOP 17"
14869,18,171,"TOP 18 CETA-Abkommen","Überweisung","<div class=""bt-top-collapse collapse"">
                a) Beratung des Antrags der Fraktion DIE LINKE.<br>Vorläufige Anwendung des CETA-Abkommens verweigern<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/083/1808391.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8391 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8391</a><br><br>b) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Wirtschaft und Energie (9. Ausschuss) <br>zu dem Antrag der Fraktion DIE LINKE.<br>Für eine lebendige Demokratie – Fairer Handel statt TTIP und CETA<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/068/1806818.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6818 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6818</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/081/1808128.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8128 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8128</a>
                              </div>","18","CETA-Abkommen",19,2016,"Außenpolitik und internationale Beziehungen;Außenwirtschaft",90,"2016-05-13",2,"CETA-Abkommen","TOP 18"
14870,18,171,"TOP 19 Stärkung des Wettbewerbs im Eisenbahnbereich","Überweisung","<div class=""bt-top-collapse collapse"">
                Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Stärkung des Wettbewerbs im Eisenbahnbereich <br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/083/1808334.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8334 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8334</a>
                              </div>","19","Stärkung des Wettbewerbs im Eisenbahnbereich",19,2016,"Verkehr;Wirtschaft",40,"2016-05-13",3,"Stärkung des Wettbewerbs im Eisenbahnbereich","TOP 19"
14871,18,171,"TOP 20 Bericht zum Deutschlandstipendium","Überweisung","<div class=""bt-top-collapse collapse"">
                Beratung der Unterrichtung durch die Bundesregierung<br>Bericht der Bundesregierung zum Deutschlandstipendium über die Ergebnisse der Evaluation nach § 15 des Stipendienprogramm-Gesetzes und der Begleitforschung<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/078/1807890.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/7890 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/7890</a><br>
                              </div>","20","Bericht zum Deutschlandstipendium",19,2016,"Bildung und Erziehung",50,"2016-05-13",4,"Bericht zum Deutschlandstipendium","TOP 20"
14872,18,171,"TOP 21 Neuordnung der Bund-Länder-Finanzbeziehungen","Überweisung","<div class=""bt-top-collapse collapse"">
                Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Die Neuordnung der Bund-Länder-Finanzbeziehungen jetzt angehen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/080/1808079.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8079 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8079</a>
                              </div>","21","Neuordnung der Bund-Länder-Finanzbeziehungen",19,2016,"Öffentliche Finanzen, Steuern und Abgaben;Staat und Verwaltung",50,"2016-05-13",5,"Neuordnung der Bund-Länder-Finanzbeziehungen","TOP 21"
14873,18,171,"TOP 22 Einsetzung eines Untersuchungsausschusses","Überweisung","<div class=""bt-top-collapse collapse"">
                Beratung des Antrags der Abgeordneten Oliver Krischer, Herbert Behrens, Dr. Anton Hofreiter, Dr. Sahra Wagenknecht, Dr. Dietmar Bartsch, Stephan Kühn (Dresden) und weiterer Abgeordneter <br>Einsetzung eines Untersuchungsausschusses<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/082/1808273.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8273 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8273</a>
                              </div>","22","Einsetzung eines Untersuchungsausschusses",19,2016,"Bundestag",50,"2016-05-13",6,"Einsetzung eines Untersuchungsausschusses","TOP 22"
