"id","wahlperiode","sitzung","title","description","detail","number","title_clean","week","year","category","duration","held_on","sequence","name","session_identifier"
14874,18,172,"TOP 1 Befragung der Bundesregierung","beendet","<div class=""bt-top-collapse collapse"">
                Thema:  Bericht der Bundesregierung zur  internationalen Kooperation in Bildung,  Wissenschaft und Forschung 2014 -2016
                              </div>","1","Befragung der Bundesregierung",26,2017,"Außenpolitik und internationale Beziehungen;Medien, Kommunikation und Informationstechnik;Verteidigung",50,"2016-06-01",1,"Befragung der Bundesregierung","TOP 1"
14875,18,172,"TOP 2 Fragestunde","beendet","<div class=""bt-top-collapse collapse"">
                Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/128/1812876.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12876 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12876</a>
                              </div>","2","Fragestunde",26,2017,"Sonstiges",105,"2016-06-01",2,"Fragestunde","TOP 2"
14876,18,172,"TOP ZP 1 Aktuelle Stunde zur Zukunft der erneuerbaren Energien in Deutschland und Europa","beendet","<div class=""bt-top-collapse collapse"">
                auf Verlangen der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Haltung der Bundesregierung zur Zukunft der erneuerbaren Energien in Deutschland und Europa
                              </div>","ZP 1","Aktuelle Stunde zur Zukunft der erneuerbaren Energien in Deutschland und Europa",22,2016,"Energie;Europapolitik und Europäische Union;Staat und Verwaltung",80,"2016-06-01",3,"Aktuelle Stunde zur Zukunft der erneuerbaren Energien in Deutschland und Europa","TOP ZP 1"
14877,18,173,"TOP 3 Regulierung des Prostitutionsgewerbes","Überweisung","<div class=""bt-top-collapse collapse"">
                a) Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes <br>zur Regulierung des Prostitutionsgewerbes sowie zum Schutz von in der Prostitution tätigen Personen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/085/1808556.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8556 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8556</a><br>b) Unterrichtung durch die Bundesregierung<br>Bericht der Bundesregierung zu den Auswirkungen des Gesetzes<br>zur Regelung der Rechtsverhältnisse der Prostituierten <br>(Prostitutionsgesetz - ProstG)<br>Drucksache <a target=""_blank"" href=""http://dip21.bundestag.de/dip21/btd/16/041/1604146.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 16/4146 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>16/4146</a><br><br>
                              </div>","3","Regulierung des Prostitutionsgewerbes",22,2016,"Arbeit und Beschäftigung;Gesellschaftspolitik, soziale Gruppen",80,"2016-06-02",1,"Regulierung des Prostitutionsgewerbes","TOP 3"
14878,18,173,"TOP 4 Gesetz zur Bekämpfung des Menschenhandels","Überweisung","<div class=""bt-top-collapse collapse"">
                Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes<br>zur Umsetzung der Richtlinie 2011/36/EU des Europäischen Parlaments und des Rates vom 5. April 2011 zur Verhütung und Bekämpfung des Menschenhandels und zum Schutz seiner Opfer sowie zur Ersetzung des Rahmenbeschlusses 2002/629/JI des Rates<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/046/1804613.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/4613 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/4613</a>
                              </div>","4","Gesetz zur Bekämpfung des Menschenhandels",22,2016,"Europapolitik und Europäische Union;Gesellschaftspolitik, soziale Gruppen",65,"2016-06-02",2,"Gesetz zur Bekämpfung des Menschenhandels","TOP 4"
14879,18,173,"TOP 5 Gedenken an den Völkermord an den Armeniern","Antrag","<div class=""bt-top-collapse collapse"">
                a) Beratung des Antrags der Fraktionen CDU/CSU, SPD und BÜNDNIS 90/DIE GRÜNEN<br>Erinnerung und Gedenken an den Völkermord an den Armeniern und anderen christlichen Minderheiten in den Jahren 1915 und 1916 <br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/086/1808613.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8613 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8613</a><br>b) Beratung der Beschlussempfehlung und des Berichts des Auswärtigen Ausschusses (3. Ausschuss)<br>zu dem Antrag der Fraktion DIE LINKE. <br>100. Jahresgedenken des Völkermords an den Armenierinnen und Armeniern 1915/16 – Deutschland muss zur Aufarbeitung und Versöhnung beitragen<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/043/1804335.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/4335 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/4335</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/079/1807909.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/7909 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/7909</a>
                              </div>","5","Gedenken an den Völkermord an den Armeniern",22,2016,"Außenpolitik und internationale Beziehungen;Gesellschaftspolitik, soziale Gruppen",70,"2016-06-02",3,"Gedenken an den Völkermord an den Armeniern","TOP 5"
14880,18,173,"TOP 6 Riester-Rente und gesetzliche Rentenversicherung","Überweisung","<div class=""bt-top-collapse collapse"">
                Beratung des Antrags der Fraktion DIE LINKE.<br>Die Riester-Rente in die gesetzliche Rentenversicherung überführen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/086/1808610.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8610 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8610</a>
                              </div>","6","Riester-Rente und gesetzliche Rentenversicherung",22,2016,"Arbeit und Beschäftigung;Soziale Sicherung",75,"2016-06-02",4,"Riester-Rente und gesetzliche Rentenversicherung","TOP 6"
14881,18,173,"TOP 7 Änderung des Telemediengesetzes","Gesetzentwurf","<div class=""bt-top-collapse collapse"">
                a) Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Zweiten Gesetzes zur Änderung des Telemediengesetzes<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/067/1806745.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6745 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6745</a><br>Beschlussempfehlung und Bericht des Ausschusses für Wirtschaft und Energie (9. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/086/1808645.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8645 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8645</a><br><br>b) Zweite und dritte Beratung des von der Fraktion BÜNDNIS 90/DIE GRÜNEN sowie der Fraktion DIE LINKE. eingebrachten Entwurfs eines Gesetzes <br>zur Änderung des Telemediengesetzes - Störerhaftung<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/030/1803047.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3047 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3047</a><br>Beschlussempfehlung und Bericht des Ausschusses für Wirtschaft und Energie (9. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/038/1803861.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3861 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3861</a><br>
                              </div>","7","Änderung des Telemediengesetzes",22,2016,"Medien, Kommunikation und Informationstechnik;Recht;Wirtschaft",50,"2016-06-02",7,"Änderung des Telemediengesetzes","TOP 7"
14882,18,173,"TOP 8 Erweiterung des Arbeitslosenversicherungsschutzes","Gesetzentwurf","<div class=""bt-top-collapse collapse"">
                a)- Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes<br>zur Stärkung der beruflichen Weiterbildung und des Versicherungsschutzes in der Arbeitslosenversicherung (Arbeitslosenversicherungsschutz- und Weiterbildungsstärkungsgesetz - AWStG)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/080/1808042.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8042 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8042</a><br>Beschlussempfehlung und Bericht des Ausschusses für Arbeit und Soziales (11. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/086/1808647.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8647 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8647</a><br>- Bericht des Haushaltsausschusses (8. Ausschuss) gemäß § 96 der Geschäftsordnung<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/086/1808648.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8648 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8648</a><br>b) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Arbeit und Soziales (11. Ausschuss) <br>- zu dem Antrag der Fraktion DIE LINKE.<br>Schutzfunktion der Arbeitslosenversicherung stärken<br>- zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Arbeitslosenversicherung gerechter gestalten und Zugänge verbessern<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/074/1807425.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/7425 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/7425</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/053/1805386.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/5386 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/5386</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/086/1808647.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8647 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8647</a><br>c) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Arbeit und Soziales (11. Ausschuss)<br>zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Arbeitsförderung neu ausrichten - Nachhaltige Integration und Teilhabe statt Ausgrenzung<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/039/1803918.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3918 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3918</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/051/1805119.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/5119 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/5119</a><br>
                              </div>","8","Erweiterung des Arbeitslosenversicherungsschutzes",22,2016,"Arbeit und Beschäftigung;Soziale Sicherung",45,"2016-06-02",8,"Erweiterung des Arbeitslosenversicherungsschutzes","TOP 8"
14883,18,173,"TOP 13 Milchkrise","Überweisung","<div class=""bt-top-collapse collapse"">
                a) Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Bäuerlicher Milchviehhaltung eine Zukunft geben - Milchmenge jetzt begrenzen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/086/1808618.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8618 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8618</a><br>b) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Ernährung und Landwirtschaft (10. Ausschuss)<br>zu dem Antrag der Fraktion DIE LINKE. sowie der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Milchmarkt stabilisieren - Milchkrise beenden<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/062/1806206.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6206 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6206</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/086/1808641.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8641 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8641</a>
                              </div>","13","Milchkrise",22,2016,"Landwirtschaft und Ernährung;Wirtschaft",55,"2016-06-02",9,"Milchkrise","TOP 13"
14884,18,173,"TOP 10 Sicherung des Fachkräftepotenzials","Antrag","<div class=""bt-top-collapse collapse"">
                Beratung des Antrags den Fraktionen der CDU/CSU und SPD<br>Das Fachkräftepotenzial ausschöpfen - Zukunftschancen der deutschen Wirtschaft sichern<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/086/1808614.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8614 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8614</a><br>
                              </div>","10","Sicherung des Fachkräftepotenzials",22,2016,"Arbeit und Beschäftigung;Wirtschaft",45,"2016-06-02",10,"Sicherung des Fachkräftepotenzials","TOP 10"
14885,18,173,"TOP 11 Sowjetische Kriegsgefangene als NS-Opfer","Überweisung","<div class=""bt-top-collapse collapse"">
                Beratung des Antrags der Fraktion DIE LINKE. <br>Anerkennung der sowjetischen Kriegsgefangenen als NS-Opfer<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/084/1808422.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8422 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8422</a><br>
                              </div>","11","Sowjetische Kriegsgefangene als NS-Opfer",22,2016,"Gesellschaftspolitik, soziale Gruppen",50,"2016-06-02",11,"Sowjetische Kriegsgefangene als NS-Opfer","TOP 11"
14886,18,173,"TOP 12 Bundeswehreinsatz in Kosovo (KFOR)","Überweisung","<div class=""bt-top-collapse collapse"">
                Beratung des Antrags der Bundesregierung<br>Fortsetzung der deutschen Beteiligung an der internationalen Sicherheitspräsenz in Kosovo auf der Grundlage der Resolution 1244 (1999) des Sicherheitsrates der Vereinten Nationen vom 10. Juni 1999 und des Militärisch-Technischen Abkommens zwischen der internationalen Sicherheitspräsenz (KFOR) und den Regierungen der Bundesrepublik Jugoslawien (jetzt: Republik Serbien) und der Republik Serbien vom 9. Juni 1999<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/086/1808623.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8623 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8623</a><br>
                              </div>","12","Bundeswehreinsatz in Kosovo (KFOR)",22,2016,"Außenpolitik und internationale Beziehungen;Europapolitik und Europäische Union;Verteidigung",30,"2016-06-02",12,"Bundeswehreinsatz in Kosovo (KFOR)","TOP 12"
14887,18,173,"TOP 9 Rechtslage bei Samenspende","","<div class=""bt-top-collapse collapse"">
                Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Elternschaftsvereinbarung bei Samenspende und das Recht auf Kenntnis eigener Abstammung<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/076/1807655.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/7655 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/7655</a><br>
                              </div>","9","Rechtslage bei Samenspende",22,2016,"Gesellschaftspolitik, soziale Gruppen",35,"2016-06-02",13,"Rechtslage bei Samenspende","TOP 9"
14888,18,173,"TOP 14 Bundeswehreinsatz in Libanon (UNIFIL)","Überweisung","<div class=""bt-top-collapse collapse"">
                Beratung des Antrags der Bundesregierung<br>Fortsetzung der Beteiligung bewaffneter deutscher Streitkräfte an der ""United Nations Interim Force in Lebanon"" (UNIFIL) auf Grundlage der Resolution 1701 (2006) vom 11. August 2006 und nachfolgender Verlängerungsresolutionen des Sicherheitsrates der Vereinten Nationen, zuletzt Resolution 2236 (2015) vom 21. August 2015<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/086/1808624.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8624 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8624</a>
                              </div>","14","Bundeswehreinsatz in Libanon (UNIFIL)",22,2016,"Außenpolitik und internationale Beziehungen;Europapolitik und Europäische Union;Verteidigung",25,"2016-06-02",14,"Bundeswehreinsatz in Libanon (UNIFIL)","TOP 14"
14889,18,173,"TOP 15 Essensversorgung in Kitas und Schulen","Überweisung","<div class=""bt-top-collapse collapse"">
                Beratung des Antrags der Fraktion DIE LINKE.<br>Bundesprogramm Kita- und Schulverpflegung - Für alle Kinder und Jugendliche eine hochwertige und unentgeltliche Essensversorgung sicherstellen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/086/1808611.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8611 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8611</a>
                              </div>","15","Essensversorgung in Kitas und Schulen",22,2016,"Bildung und Erziehung;Landwirtschaft und Ernährung",35,"2016-06-02",15,"Essensversorgung in Kitas und Schulen","TOP 15"
14890,18,173,"TOP 16 Änderung des Agrarmarktstrukturgesetzes","Gesetzentwurf","<div class=""bt-top-collapse collapse"">
                Zweite und dritte Beratung des von den Fraktionen der CDU/CSU und SPD eingebrachten Entwurfs eines Ersten Gesetzes zur Änderung des Agrarmarktstrukturgesetzes<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/082/1808235.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8235 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8235</a><br>Beschlussempfehlung und Bericht des Ausschusses für Ernährung und Landwirtschaft (10. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/086/1808646.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8646 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8646</a>
                              </div>","16","Änderung des Agrarmarktstrukturgesetzes",22,2016,"Landwirtschaft und Ernährung;Recht;Wirtschaft",30,"2016-06-02",16,"Änderung des Agrarmarktstrukturgesetzes","TOP 16"
